date,vix,term_spread,vix_rolling_z,spike,spike_probability,signal
2019-10-07,17.8600006103516,1.04999923706055,0.173202415814202,0,0.38389707,CALM
2019-10-08,20.2800006866455,0.10999870300293,0.798980765300118,0,0.28740504,CALM
2019-10-09,18.6399993896484,0.870000839233398,0.375852820173017,0,0.35498837,CALM
2019-10-10,17.5699996948242,1.22000122070312,0.102341995498887,0,0.49324176,CALM
2019-10-11,15.5799999237061,1.96999931335449,-0.407030577491908,0,0.40723842,CALM
2019-10-14,14.5699996948242,2.55000114440918,-0.665047790298601,0,0.4594128,CALM
2019-10-15,13.539999961853,2.9399995803833,-0.929767837746687,0,0.13701005,CALM
2019-10-16,13.6800003051758,2.79999923706055,-0.886809353513984,0,0.18412055,CALM
2019-10-17,13.789999961853,2.65000057220459,-0.850757217790341,0,0.14690214,CALM
2019-10-18,14.25,2.39999961853027,-0.72102154903823,0,0.561675,SPIKE_RISK
2019-10-21,14.0,2.28000068664551,-0.781844209262118,0,0.30769345,CALM
2019-10-22,14.460000038147,2.08999919891357,-0.652983538965996,0,0.2810256,CALM
2019-10-23,14.0100002288818,2.28000068664551,-0.767206085169199,0,0.31985667,CALM
2019-10-24,13.710000038147,2.53999996185303,-0.840726113971466,0,0.20852764,CALM
2019-10-25,12.6499996185303,3.0600004196167,-1.11801845169465,0,0.7301881,SPIKE_RISK
2019-10-28,13.1099996566772,2.88000011444092,-0.988955978618044,0,0.476182,CALM
2019-10-29,13.1999998092651,2.89000034332275,-0.958542788149705,0,0.21935424,CALM
2019-10-30,12.3299999237061,3.35999965667725,-1.18032059267842,0,0.39761797,CALM
2019-10-31,13.2200002670288,2.82999897003174,-0.935668749963545,0,0.20546177,CALM
2019-11-01,12.3000001907349,3.11999988555908,-1.17085562445843,0,0.37725103,CALM
2019-11-04,12.8299999237061,2.78999996185303,-1.02131528862921,0,0.28141955,CALM
2019-11-05,13.1000003814697,2.80999946594238,-0.942499481097206,0,0.29579228,CALM
2019-11-06,12.6199998855591,3.21000003814697,-1.06115312556694,0,0.23397823,CALM
2019-11-07,12.7299995422363,3.07000064849854,-1.02420408688754,0,0.29444224,CALM
2019-11-08,12.0699996948242,3.46000003814697,-1.1899309244388,0,0.4126952,CALM
2019-11-11,12.6899995803833,2.91000080108643,-1.02060766385945,0,0.45959124,CALM
2019-11-12,12.6800003051758,2.80999946594238,-1.01514616191385,0,0.5330903,SPIKE_RISK
2019-11-13,13.0,2.61999988555908,-0.922545602425866,0,0.31030142,CALM
2019-11-14,13.0500001907349,2.55000019073486,-0.902031254468579,0,0.34372836,CALM
2019-11-15,12.0500001907349,2.9399995803833,-1.15854625302736,0,0.41380125,CALM
2019-11-18,12.460000038147,2.71000003814697,-1.04128249226498,0,0.46683934,CALM
2019-11-19,12.8599996566772,2.64000034332275,-0.928265282125016,1,0.62800103,SPIKE_RISK
